New column,New column (1)
cágavec,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n cágavec -vca m (á) nižje pog. neodločen, malodušen človek: prišel sem med slabiče in cagavce; zmerjal ga je s cagavcem \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
cágavost,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n cágavost -i ž (á) nižje pog. neodločnost, malodušnost: premagovati cagavost \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
cájg,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n cájg -a m (ȃ) nižje pog. groba in trpežna bombažna tkanina; hlačevina: hlače iz cajga \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
cájgast,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n cájgast -a -o prid. (ȃ) nižje pog. ki je iz cajga: cajgast suknjič; cajgaste hlače; tanko cajgasto krilo \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
cénkati se,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n cénkati se -am se nedov. (ẹ̑) nižje pog. pogajati se, navadno za ceno: nič se ne bom cenkal, kar kupil bom \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
čôrav,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n čôrav in čórav -a -o prid. (ō; ọ̄) nižje pog., slabš. slep, brljav: kaj si čorav, da ga ne vidiš \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
dáti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n dáti dám dov., 2. mn. dáste, 3. mn. stil. dadó, dadé; dál (á) \n1. napraviti, da preide kaj k drugemu: dati komu knjigo, kos kruha, rožo; dati sinu denar za kino; daj sem tisto knjigo / dati komu kosilo, jesti, piti / dati posestvo sinu / dati komu kaj na posodo, v dar, v last, v najem, v zakup; dati za doto; zastonj dati / višji organi so dali nižjim navodila za delo / pog.: za koliko daš fotografski aparat? dajte mi tri kile fižola prodajte\n // pog. nazaj dati vrniti\n // podariti, pokloniti: tega ni treba plačati, ampak ti kar dam; dati za rojstni dan, za spomin; ekspr. dela se revnega, da bi mu človek dinar dal dela se zelo revnega\n // narava mu je dala telesno moč / dati vbogajme\n // napraviti, da preide kaj drugemu v uporabo: dati komu stanovanje za nekaj mesecev; dati popotniku zavetje / daj svinčnik, da se podpišem\n // napraviti, da lahko kdo kaj dela, s čim razpolaga: predsednik je dal besedo diskutantu; dati komu čas za premislek / dati na izbiro, na razpolago; dati na vpogled / dati komu časten naslov; dati otroku ime / pog. dajte mi potrdilo, da sem vam plačal izdajte, sestavite\n // kakšno zdravilo ti je dal zdravnik? predpisal\n2. napraviti, da česa, kar je kdo prej imel, nima več: kar smo imeli, smo dali; dati svoj delež za kaj; mnogo krvodajalcev je dalo kri / ekspr. dati glavo, življenje / kot podkrepitev glavo dam, da je tako / krava ne da mleka zadržuje mleko pri molži\n3. narediti, ustvariti čemu kako lastnost: dati besedi nov pomen; dati čemu dokončno, ustaljeno obliko, ustrezne razsežnosti / uspeh mu je dal novega poguma\n4. s širokim pomenskim obsegom napraviti, da pride kaj kam z določenim namenom\na) s prislovnim določilom: dati predlog na glasovanje; dati čevlje v popravilo; dati kaj v promet; dati osnutek zakona v javno razpravo; dati otroka v rejo; dal je sina v šolo / dati pismo na pošto; tovarna je dala na trg nov izdelek; dati denar v banko, pog. na knjižico; dati oglas v časopis; malo pšenice je dal v mlin / pog. na sodnijo ga bom dal vložil bom tožbo proti njemu\nb) z namenilnikom: dati delat obleko; dati meso prekajevat; dati sina učit poslati\n // z nedoločnikom napraviti, povzročiti, da se s kom kaj zgodi: dati otroka ostriči; dati si napraviti obleko / dati se fotografirati, operirati, ostriči\n5. pog. plačati: koliko si dal za avto? dati za mašo; dati na račun / dati komu denar na roko neposredno izplačati\n // kot klic pri dražbi kdo da več?\n6. ustvariti kaj kot rezultat svoje sposobnosti, dejavnosti: nekatere rude dajo velik odstotek železa; polje je dalo obilen pridelek; konferenca je dala važne rezultate; mastna hrana da veliko kalorij / pog. gledališče je dalo dobro predstavo / dati odsekan, tleskajoč, zamolkel glas / dati dober, slab zgled; dati povod\n // povzročiti, da kdo kaj dobi, ima: boljšega zaslužka mi ne dajo / dati možnost, pravico, priliko, priložnost / ekspr. letos je bog dal dobro letino / knjiž. usoda ne daj, da bi tako zgodaj umrl\n // z združitvijo postati nova celota: ti podatki dajo visoko številko; račun da rezultat; pog. koliko dá to? znese\n // zadnje vrstice posameznih kitic glose dajo zaključno misel\n7. z oslabljenim pomenom, z glagolskim samostalnikom izraža dejanje, kot ga določa samostalnik: dati brco, klofuto; dati garancijo, kazen, pobudo, pomoč, poudarek, prisego, priznanje, slabo oceno, slovo, soglasje, zagotovilo; dati svoj glas za odbornika; dati bolniku injekcijo; dati izjavo izjaviti; dati obljubo obljubiti; dati odgovor odgovoriti; dati odpoved odpovedati službo; dati komu poljub; dati transfuzijo krvi; dati znak, znamenje; dati komu dobro vzgojo; dati na posodo posoditi\n // dati gol / ta vas je dala mnogo žrtev; publ. v delo so dali mnogo truda vložili\n // ekspr. dati častno besedo zagotoviti, da je rečeno res; obljubiti, da bo obljubljeno storjeno\n8. napraviti, da pride kaj na določeno mesto: dati knjigo na mizo, obleko v omaro, robček na usta, roko okrog vratu; grižljaj se da naenkrat v usta / daj to proč / dati na seznam, v zapisnik; dati v oklepaj / pog. dati psa na verigo prikleniti\n // pog. dati stroj narazen razstaviti ga (na dele)\n // pog. prosim, dajte mi tovariša XY (k telefonu) pokličite ga k telefonu; uredite, omogočite, da bom telefonično govoril z njim\n9. navadno z nikalnico napraviti, da se kaj more goditi: ozke razmere mu ne dajo delovati; delo mu ne da počitka; skrbi mu ne dajo spati; zvedavost ji ni dala, da ne bi vprašala; tega si ne dam reči; ne da si dopovedati\n10. nedov., ekspr., v zvezi z na prisojati komu vrednote; ceniti: sosed da veliko name, nase / veliko da na poštenost, prijateljstvo; jezi ga, da ne dajo na njegovo besedo / na to nič ne dam\n11. z nedoločnikom ukazati, naročiti: dal je poklicati k sebi služabnike, prinesti jedi na mizo; župan je dal zapreti pretepače\n // pog., v medmetni rabi, z nedoločnikom izraža omiljen ukaz, željo, spodbujanje: dajva kupiti liter vina; dajmo si ogledati še to oglejmo si; pog. dajte se pomakniti naprej pomaknite se\n // kot poziv pri pitju dajmo ga!\n12. v medmetni rabi, z oslabljenim pomenom, v zvezi z bog izraža\na) nejevoljo, nestrpnost: zakaj molčiš, bog te je dal\nb) upanje: če bog da, se bomo kmalu videli\nc) svarilo, prepoved: bog ne daj, da bi storil kaj takega\nč) najboljšo željo: bog daj srečo, zdravje; bog daj, da bi bilo res\nd) zlasti v kmečkem okolju pozdrav: dober dan, dober večer bog daj\n● beseda je dala besedo razvil se je pogovor; nikomur ne da blizu je nedostopen; nikomur ne da dobre, lepe, prijazne besede je osoren; z nikomer ne govori; ekspr. dati duška svoji jezi, veselju sproščeno izraziti svojo jezo, veselje; ekspr. zanj ne dam roke v ogenj nisem prepričan, da je pošten, sposoben; knjiž. dala je življenje otroku rodila ga je; pog., ekspr. dali smo jim (jih) po grbi natepli smo jih; premagali smo jih; ekspr. ne dam se jim v roke ne pustim, da bi me ujeli, da bi o meni odločali; pog. dal se je ljudem v zobe povzročil, omogočil, da ga opravljajo; pog. dal mi je čutiti, razumeti, vedeti, da me ne mara očitno, v neprimerni obliki mi je to pokazal; pog., ekspr. daj mu eno okrog ušes, za uho, po nosu udari ga; ekspr. ne da si dvakrat reči napravi brez obotavljanja; pog., ekspr. ženske so si dale opraviti okoli dojenčka so se ukvarjale z njim; ekspr. ti bom že dal! kaznoval te bom; tepen boš; ekspr. (jaz) ti bom dal popra, vetra nabil te bom; napravil ti bom kaj neprijetnega; ekspr. dušo bi dala zanj vse bi žrtvovala za njegove koristi; na vsak način si ga želi pridobiti; dal je sosedu hčer (v zakon, za ženo) privolil je v poroko z njim; žarg., šport. dati glavico odbiti, zbiti žogo z glavo; pog. dati komu košarico zavrniti njegovo ponudbo za ples; zavrniti ponudbo; ekspr. daj mi mir ne moti me, ne nadleguj me; dal je prednost karieri pred znanstvenim delom raje se je odločil za kariero kot za znanstveno delo; knjiž. dal ji je prstan zaročil se je z njo; dal mi je proste roke dovolil mi je, da ravnam po svojem preudarku; dati komu roko prijeti koga za dlan desnice, zlasti v znamenje pozdrava, prijateljskega odnosa; ekspr. dati komu srce čustveno, zlasti ljubezensko se navezati na koga; pog. dajte, da si vas ogledam dovolite; pog. dati čez izbruhati, izbruhniti; pog. sinu posestvo čez dati izročiti, prepisati; ni mi dal do besede ni mi pustil govoriti; ekspr. dati vajeti iz rok nehati opravljati vodilno delo; pog. dati vse iz sebe, od sebe do skrajnosti se potruditi; pog., ekspr. niti besede ni dal od sebe prav ničesar ni rekel; ekspr. ni dal glasu od sebe ni spregovoril; se ni javil, ni pisal; pog. ta pa ne da do sebe, k sebi vztraja pri svojem; je nedostopen; ekspr. veliko da na obleko posveča veliko pozornost in skrb oblačenju; pripisuje veliko pomembnost oblačenju; pog. dal je nov sod na pipo začel je točiti pijačo iz novega soda; pog. od plače lahko še kaj na stran da prihrani; star. knjigo na svetlo dati izdati, objaviti; dati na znanje sporočiti, pojasniti; pog., ekspr. dali smo ga na zob pili smo alkoholno pijačo; ekspr. tatove so dali pod ključ zaprli so jih v ječo; pog., ekspr. dati (jih) komu pod nos zavrniti koga, spraviti ga v zadrego zaradi njegove napake; pog. dali so ga v časopis pisali so o njem v časopisu; ekspr. v koš te dam, kadar hočem premagam te, boljši sem kot ti; pog. dati komu posestvo v roke prepustiti mu ga v upravljanje; ekspr. nima kaj v usta dati reven je; strada; pog. dati za liter, za pijačo plačati pijačo v kaki druščini; pog. gledala ga je, a ni vedela, kam bi ga dala ni se mogla spomniti, kdo je; ekspr. ne ve, kam bi se dal od dolgega časa kaj bi počel; ne vem, koliko (let) bi ti dal po tvojem videzu ne morem sklepati, koliko si star; pog. prav ti dam soglašam s teboj; nižje pog. med vojno je veliko skozi dal pretrpel; pel je, kar mu je duša dala z vsemi močmi; teci, kar ti noge dajo kolikor hitro moreš; obljubiti in dati je dvoje obljubiti je lahko, obljubo izpolniti težje; preg. čič ne da nič, stalo pa malo počivanje, brezdelje ne prinaša koristi, premoženja; preg. dvakrat da, kdor hitro da hitra pomoč je največ vredna\n♦ rel. dati odvezo; šah. dati mat\ndáti se \n1. z nedoločnikom izraža\na) osebkovo dopustitev, dovolitev, da se z njim kaj zgodi: dati se motiti, odpraviti, potolažiti, pregovoriti, preprositi; daj se prepričati / pog. daj se kaj videti pridi (na obisk)\n // ekspr. ni se jim dal kar tako; ekspr. ne dajte se\nb) možnost, da se z osebkom kaj zgodi: to se ne da brati; snov se da cediti; stvar bi se dala bolje urediti, s pridom uporabiti; vrata se ne dajo zapreti / brezoseb.: ne da se povedati z besedami; nič se ne da opraviti, spremeniti; z njo se ne da živeti; ekspr. o tem bi se dalo (še) govoriti ni še vse razčiščeno; ne mislijo vsi tako; ne da se mu pomagati ni mu mogoče\n2. s smiselnim osebkom v dajalniku izraža pripravljenost koga za kako dejanje: ne da se mu delati; pridi, če se ti da / elipt. ne da se mi v kino\n3. v prislovni rabi, v zvezi kar se da izraža zelo visoko stopnjo: kar se da srečni smo; kar se le da natančno poglej; teci, kar se le (najbolj) da kolikor moreš; kar se da hitro, lep karseda\ndán -a -o: ne jemlji nazaj dane stvari; to ni bilo dano iz prijaznosti; to je bilo dano vam v varstvo; na dano znamenje so začeli teči / knjiž.: tolikšna sreča mi ni bila dana; ni mi bilo dano, da bi ga spoznal; ni mi bilo dano tako lepo peti ne morem, ne znam; vsakomur je dano na voljo, kam pojde / star., pri datiranju dano v Ljubljani, dne 23. novembra 1866; prim. daj, dan prid. \n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
díla,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n díla -e ž (ȋ) \n1. nižje pog. deska: prežagati dilo; hrastova dila\n2. mn., nar. štajersko podstrešje: na dilah imajo spravljeno suho meso / stanovati na dilah v podstrešnem stanovanju\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016.; díla -e ž (ȋ) \n1. nižje pog. deska: prežagati dilo; hrastova dila\n2. mn., nar. štajersko podstrešje: na dilah imajo spravljeno suho meso / stanovati na dilah v podstrešnem stanovanju\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
dirékt,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n dirékt prisl. (ẹ̑) nižje pog. direktno, neposredno, naravnost: jaz sem jo pa kar direkt vprašala / ti si pa direkt nesramen \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
dóhtar,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n dóhtar -ja m (ọ́) \n1. nižje pog. zdravnik, doktor: iti k dohtarju; poslati po dohtarja / vedno hodi okoli dohtarjev\n2. star. odvetnik, advokat: zadevo sem izročil dohtarjem / jezični, pravdarski dohtar\n● pog. govori kakor raztrgan, strgan dohtar veliko, spretno\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
dóhtarica,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n dóhtarica -e ž (ọ́) nižje pog. zdravnica, doktorica: njegova hči hoče postati dohtarica \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
drát,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n drát -a m, mn. tudi dratóvi (ȃ) nižje pog. žica: kolobar zarjavelega drata \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
dratén,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n dratén -a -o prid. (ẹ̑) nižje pog. žičen: dratena mreža \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
draténka,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n draténka -e ž (ẹ̄) nižje pog. žična krtača: čistiti z dratenko \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
