bagáža,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bagáža -e ž (ȃ) \n1. zastar. prtljaga, oprema: naložiti bagažo na voz\n2. redko svojat, drhal: bagaža ste, vsi skupaj!\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
báhati se,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n báhati se -am se in baháti se -ám se nedov. (á; á ȃ) čez mero se hvaliti: ta človek se rad baha; baha se, da ima vsega dovolj; bahati se z zmagami / baha se s svojimi predniki\n // postavljati se, ponašati se: kupila si je klobuk, da bi se bahala pred drugimi; zastar. na gostiji so bahali z vinom\n● bahati se s pavjim perjem s čim tujim \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bájeven,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bájeven -vna -o prid. (á) zastar. tak kot v bajki; bajen: bajevni dogodki in čudeži / bajevne zeli čarovne \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bájtati,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bájtati -am nedov. (ȃ) zastar. med gradnjo pažiti, podpirati z lesom \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bakláč,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bakláč -a m (á) zastar. baklonosec: sprevod baklačev \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
baletéza,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n baletéza -e ž (ẹ̑) zastar. baletka \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
balíšče,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n balíšče -a s (í) zastar. nevestina oprema; bala: nevesta je imela lepo bališče \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bášti,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bášti prisl. (ȃ) zastar. poudarja trditev; prav, ravno: bašti tedaj ni mogel na semenj \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
batálja,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n batálja -e ž (á) zastar. boj, bitka: krvava batalja \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
báti se,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n báti se bojím se nedov., bój se bójte se; bál se (á í) \n1. čutiti strah, biti v strahu: ponoči in v gozdu se otrok boji; nič se ne boj; hudo, močno, zelo se bati; na smrt se bojim; preh. bati se sovražnika; boji se ga kot hudič križa, kot živega vraga zelo\n // elipt.: nič se bati! pog. nič bati!\n // čutiti spoštljiv strah: fant se boji samo očeta; boga se bati; celo šefa se ne boji\n2. preh. s strahom pričakovati kaj neprijetnega: bati se kazni, smrti, toče, trpljenja / lakote se jim ni bati; tako oblečen se ne bojim mraza\n // ne želeti si, ne marati: bati se odgovornosti, stroškov, zamere; teh razgrajačev se vse boji / bojijo se njenega strupenega jezika\n3. z nedoločnikom kot predmetom ne imeti dovolj poguma, ant. upati si: vsako stvar se boji začeti; boji se jim zameriti; bal se je zaplavati; fantje so se bali (iti) k vojakom; boji se (iti) domov / ta se boji deklet se jih plašno izogiba\n4. biti v skrbeh za koga ali za kaj: starši se boje za otroke; boji se za njegovo srečo, zdravje / bati se za imetje, zaslužek / ne boj se, vse bo dobro; bal sem se, da me bodo napak razumeli; boji se, kaj bo / Janez se boji, da bo brat umrl; s pleonastično nikalnico boji se, da bi mu brat ne umrl, da mu brat ne umre boji se, da bi brat umrl\n5. ekspr. domnevati, meniti, misliti: bojim se, da ni tako, kot mislite; slišal se je krohot, da sem se bal, da bo sobo razneslo; bojim se, da se motiš; bojim se, da se ne motiš da imaš prav; ne boš mi ušel, ne boj se nikar ne misli\n // bojim se, da vas motim\n● ekspr. ni se bal ne biriča ne hudiča nikogar se ni bal; vse si je upal; ekspr. ali se ne bojiš boga kako si upaš kaj takega storiti; bati se lastne sence bati se vsega brez razlogov, biti plašljiv; pri tem delu se ga ne bojim upam se meriti z njim; preg. kogar je kača pičila, se boji zvite vrvi\nbojé se zastar.: šli so ga iskat, ne boje se mraza in noči\nbojèč se -éča -e: boječ se jeze, pikrih opazk; zastar. prečula je vso noč, neizmerno boječa se zanj; prim. boječ\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
béba,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n béba -e ž (ẹ̑) zastar. deklica, punčka \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
béc,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n béc -a m (ẹ̑) zastar. ficek, božjak: nimam niti beca\n♦ num. beneški novec za pol solda \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bedéčnost,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bedéčnost -i [bəd] ž (ẹ́) zastar. budno stanje; budnost \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
belák,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n belák -a m (á) zastar. bel prašič \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
beléžnik,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n beléžnik -a m (ẹ̑) zastar. \n1. notar: napisali so ženitovanjsko pismo pri beležniku\n2. beležnica: beležnik z naslovi\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
belokóžnik,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n belokóžnik -a m (ọ̑) zastar. belokožec, belec \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
berílo,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n berílo -a s (í) \n1. učbenik s krajšimi sestavki za jezikovni pouk: izdati berila za osnovno šolo; slovensko berilo za šesti razred / prvo berilo za začetni pouk branja in pisanja\n // sestavek iz tega učbenika: za domačo nalogo napišite obnovo berila\n2. raba peša kar je namenjeno za branje; čtivo: detektivke so zabavno berilo; mladinsko berilo\n3. zastar. branje: prenehala je z berilom\n♦ rel. berilo odlomek iz svetega pisma, navadno iz pisem apostolov, ki se bere pri maši; šol. domače ali obvezno berilo literarna dela, ki jih morajo učenci prebrati doma\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
beséden,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n beséden -dna -o prid. (ẹ̑) \n1. nanašajoč se na besedo: besedni pomen; besedni red / besedna družina; besedni zaklad vse besede, rabljene v kakem jeziku, delu; besedna komika; besedna šala / besedni boj ostra debata, polemika\n♦ lingv. besedna analiza opredeljevanje, opredelitev besede glede na besedno vrsto in obliko; besedna zveza zveza dveh ali več besed; lit. besedna igra besedna figura, ki obstoji iz dveh, blizu stoječih enakih ali podobnih besed z različnimi pomeni; besedna umetnost umetnost, ki ima za izrazno sredstvo besedo, jezik\n2. zastar. gostobeseden, zgovoren: naenkrat je postal ves beseden\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
betèk,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n betèk -tkà in bètek -tka [bət] m (ə̏ ȁ; ə̏) zastar. stegno (pri pticah) \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
afrikánski,"afrikánski -a -o prid. (ȃ) star. afriški: afrikanska puščava \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
agitatóričen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n agitatóričen -čna -o prid. (ọ́) star. agitatorski: agitatorična dejavnost \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
àjd,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n àjd ájda m, im. mn. ájdi in ájdje (ȁ á) star. \n1. pogan: naj bo ajd ali kristjan\n2. redko velikan: bil je ajd po rasti in moči\n♦ etn. ajdje po ljudskem verovanju velikani, ki so živeli pred človeškim rodom\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
ájdovstvo,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n ájdovstvo -a s (á) star. poganstvo: odreči se ajdovstvu \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
akorávno,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n akorávno vez. (á) star. čeprav: nekaj zna, akoravno dosti ne \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
akuráten,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n akuráten -tna -o prid. (ȃ) star. točen, natančen, vesten: akuraten uradnik; čudno, da ga še ni, ko je vedno akuraten \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
alfabétičen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n alfabétičen -čna -o prid. (ẹ́) star. abeceden: alfabetični seznam \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
anatómičen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n anatómičen -čna -o prid. (ọ́) star. anatomski: anatomični ustroj roke \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
ángelc,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n ángelc -a m (á) star. angel, angelček: krilati, nebeški angelci; ekspr. vino je dobro, da bi ga angelci pili zelo dobro \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
apóstelj,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n apóstelj -na [təl] m (ọ̑) star. apostol \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
átiški,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n átiški -a -o prid. (á) nanašajoč se na starogrško pokrajino Atiko: atiški pisatelj; atiško slovstvo / atiški način izražanja uglajen, izbran\n // star. atiški profil njenega obraza grški \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
babilónski,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n babilónski -a -o prid. (ọ̑) \n1. nanašajoč se na Babilonce ali Babilon: babilonska kultura; babilonska klinopisna pisava\n● babilonski stolp po bibliji stolp, ki naj bi segal do neba; babilonska sužnost sedemdesetletno izgnanstvo Izraelcev v Babilonu\n // star., kot luteranska psovka za katoličane nesramen, razuzdan: vlačuga babilonska; prase babilonsko\n2. ekspr., v zvezi z zmešnjava, zmeda zelo velik: vladala je prava babilonska zmešnjava\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bábina,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bábina -e ž (á) star. ženska, navadno starejša: sitna babina \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bábine,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bábine -bin ž mn. (ȃ) star. (po)porodna doba: ženska je v babinah \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
báčva,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n báčva -e ž (ȃ) star. sod: bačva piva \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
báčvast,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n báčvast -a -o prid. (ȃ) star. podoben bačvi: posoda bačvaste oblike \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
báger,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n báger -gra m (á) star. dragocena temno rdeča svilena tkanina; škrlat: ogrinjalo iz bagra / obleči se v bager \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bagrén,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bagrén -a -o prid. (ẹ̄) star. škrlaten: bagreno pregrinjalo / bagrena zarja \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bajuvárski,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bajuvárski -a -o prid. (ȃ) star. bavarski \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
bakrénec,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n bakrénec -nca m (ẹ̄) \n1. metal. spojina bakrovega in železovega sulfida kot vmesni proizvod pri pridobivanju bakra: prepihavati bakrenec\n♦ min. rdeči bakrenec rudnina kubični bakrov oksid; kuprit\n2. star. bakren kovanec: bakrenci in zlatniki\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
afrikánski,"afrikánski -a -o prid. (ȃ) star. afriški: afrikanska puščava \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
agitatóričen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n agitatóričen -čna -o prid. (ọ́) star. agitatorski: agitatorična dejavnost \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
àjd,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n àjd ájda m, im. mn. ájdi in ájdje (ȁ á) star. \n1. pogan: naj bo ajd ali kristjan\n2. redko velikan: bil je ajd po rasti in moči\n♦ etn. ajdje po ljudskem verovanju velikani, ki so živeli pred človeškim rodom\n \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
ájdovstvo,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n ájdovstvo -a s (á) star. poganstvo: odreči se ajdovstvu \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
akorávno,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n akorávno vez. (á) star. čeprav: nekaj zna, akoravno dosti ne \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
akuráten,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n akuráten -tna -o prid. (ȃ) star. točen, natančen, vesten: akuraten uradnik; čudno, da ga še ni, ko je vedno akuraten \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
alfabétičen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n alfabétičen -čna -o prid. (ẹ́) star. abeceden: alfabetični seznam \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
anatómičen,"SSKJ Kliknite, če želite geslo skopirati v odložišče \n \n anatómičen -čna -o prid. (ọ́) star. anatomski: anatomični ustroj roke \nSlovar slovenskega knjižnega jezika, www.fran.si, dostop 4. 12. 2016."
